overall_qual,exter_qual,gr_liv_area,1st_flr_sf,kitchen_qual,year_built,garage_area,year_remod/add,full_bath,bsmtfin_sf_1,mas_vnr_area,fireplaces,heating_qc,lot_area,wood_deck_sf,open_porch_sf,bsmtfin_sf_2,bsmt_unf_sf,2nd_flr_sf,lot_frontage,overall_cond,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,half_bath,bedroom_abvgr,kitchen_abvgr,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,lot_shape,utilities,land_slope,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,electrical,functional,garage_finish,garage_qual,garage_cond,paved_drive,build_remodel,lot_size_class,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAe,condition_2_RRAn,condition_2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,age_class_Old2,age_class_Old3,age_class_Old4,ms_subclass_150,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,saleprice
-0.04997645001627571,1.0753289520212426,0.05340294914509594,-1.202828473181503,0.7781270639007172,0.11126393314796582,0.05747132295826234,1.0003724111914452,0.8136120355869825,0.24665710397249882,1.2790926169855281,-0.9196832747431027,0.8744534522599102,1.1393722635273973,-0.7337927327729614,-0.02172540417569508,-0.29165779436587996,-0.8430556081841263,1.0517409303892182,-1.8158016040671143,2.272890818200708,-0.09621811480065944,-0.8119259938012011,-0.2556119017066488,1.2652965234712712,0.22179557283822451,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-1.1721015952498346,1.694196387911747,-1.0902099590241536,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,1.093431487112089,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,0.8499354131254342,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130500
0.6818756551463033,1.0753289520212426,1.5179030958360396,-0.6472906955883686,0.7781270639007172,0.8131999082622668,0.4718937956648892,0.6202333531581598,0.8136120355869825,0.49432106657124975,0.2653314388125713,0.6905955025018408,0.8744534522599102,0.5809745579520911,-0.7337927327729614,0.4480196324195913,-0.29165779436587996,-0.6484428886670865,2.1518338407156623,-0.44068212514610333,-0.511328416008398,-0.09621811480065944,1.1180773010770413,-0.2556119017066488,1.2652965234712712,1.4790707701880412,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-0.8071414819093173,0.9329500797217373,-1.0902099590241536,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,1.093431487112089,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.48086865723071476,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,220000
-0.7818285551788547,-0.6876997708431014,-0.907746447283486,-0.22177239785745698,0.7781270639007172,-0.6959624382334804,-1.0723232752538514,1.0954071756997663,-1.0410012483630613,0.7181711866124285,-0.58700280016087,-0.9196832747431027,-1.1995570056767852,-0.40345991558067085,-0.7337927327729614,0.10353993891638129,-0.29165779436587996,-0.5326019841926583,-0.7712701781517466,0.3588059439940193,1.3448177401310062,-0.09621811480065944,1.1180773010770413,-0.2556119017066488,-0.7378305689693243,0.22179557283822451,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-1.9020218219308689,1.694196387911747,0.7109659818251532,0.030529706287996734,0.20374113618964654,-1.5273410929210807,0.0,-0.032873743559481146,-0.6105677122134504,1.093431487112089,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,2.0381533330862815,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109000
-0.7818285551788547,-0.6876997708431014,-0.026313233023151375,-1.1466836977864523,-0.7693210991857917,1.1641678958194173,-0.3125487419583688,1.0954071756997663,0.8136120355869825,-1.0226207043460998,-0.58700280016087,-0.9196832747431027,-0.16255177670843748,0.11495375675590969,0.07299487007904124,-0.7106847911821151,-0.29165779436587996,-0.3982265350023213,0.9211804531197061,0.5187035578220438,-0.511328416008398,-0.09621811480065944,-0.8119259938012011,-0.2556119017066488,1.2652965234712712,0.22179557283822451,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-0.8071414819093173,1.694196387911747,0.7109659818251532,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,-1.3259859403005343,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.48086865723071476,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,174000
-0.04997645001627571,1.0753289520212426,0.9849434779111861,2.2338227786313456,0.7781270639007172,-0.23970405440918469,0.5656322121104358,0.8578202644289631,0.8136120355869825,-0.43441879317406634,-0.58700280016087,0.6905955025018408,0.8744534522599102,1.959734324804699,-0.7337927327729614,-0.7106847911821151,4.148872949684956,0.00258299447920093,-0.7712701781517466,2.565393014820758,0.41674466206130406,-0.09621811480065944,-0.8119259938012011,-0.2556119017066488,1.2652965234712712,-1.0354796245115923,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-0.07722125522828309,1.694196387911747,-1.0902099590241536,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,0.6095480016295642,1.8379700052273904,0.28483477286206194,-4.247005634010078,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,1.1826364307144714,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190000
-0.04997645001627571,-0.6876997708431014,-0.87358236921138,-0.1774475751771537,-0.7693210991857917,1.1290710970637023,0.3041513662360164,1.0478897934456057,0.8136120355869825,0.2799964835530999,-0.05752243958645951,-0.9196832747431027,-0.16255177670843748,-1.5745784615452758,-0.7337927327729614,-0.02172540417569508,-0.29165779436587996,-1.2878846813659313,-0.7712701781517466,-0.6965183072709425,-0.511328416008398,-0.09621811480065944,1.1180773010770413,-0.2556119017066488,-0.7378305689693243,-1.0354796245115923,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-0.07722125522828309,-1.3507888448482914,0.7109659818251532,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,2.3326427309501394,1.093431487112089,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.48086865723071476,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,140000
-0.7818285551788547,-0.6876997708431014,-0.6093801654537604,0.1653310535505251,-0.7693210991857917,-0.48538164569919,0.3337529714293469,-1.1854271724999457,-1.0410012483630613,1.3587635514111207,0.5752711620756409,-0.9196832747431027,-2.236562234645133,0.7651768628035995,-0.7337927327729614,-0.7106847911821151,-0.29165779436587996,-0.8523228805420806,-0.7712701781517466,-1.8158016040671143,-0.511328416008398,-0.09621811480065944,1.1180773010770413,-0.2556119017066488,-0.7378305689693243,0.22179557283822451,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,-0.44218136856880025,1.694196387911747,-1.0902099590241536,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,-0.3582189693354851,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.5283973740291487,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,142000
-0.7818285551788547,-0.6876997708431014,-1.210667939522826,-0.6147858256228128,-0.7693210991857917,-0.7310592369891954,-0.21387672464726715,-1.5180488482790702,-1.0410012483630613,-0.3272565016649914,-0.58700280016087,-0.9196832747431027,-1.1995570056767852,1.7642261898649991,-0.7337927327729614,4.362561604046978,-0.29165779436587996,0.17634435119084352,-0.7712701781517466,-1.8158016040671143,-0.511328416008398,-0.09621811480065944,-0.8119259938012011,-0.2556119017066488,-0.7378305689693243,-1.0354796245115923,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,0.792743944093941,-0.07722125522828309,-0.5895425366582819,0.7109659818251532,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,-0.3582189693354851,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.5283973740291487,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112500
-0.7818285551788547,-0.6876997708431014,1.4222436772341427,-0.27200719689513403,-2.3167692622723006,-0.13441365814203954,0.2005457480593597,-0.7102533499583389,-1.0410012483630613,0.5252790618960936,0.6527560928914083,2.3008742797467843,-1.1995570056767852,0.6124102806363306,1.9689457367812475,-0.7106847911821151,-0.29165779436587996,-0.38432562646538987,1.7432279025944115,0.4227649895252291,-0.511328416008398,-0.09621811480065944,-0.8119259938012011,3.664554759662378,3.2684236159118667,2.736345967537858,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,1.0176590847932683,-0.5895425366582819,-1.0902099590241536,0.030529706287996734,-8.955133660428645,0.32134414979429077,0.0,-0.032873743559481146,1.3515725832289427,-0.3582189693354851,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.5283973740291487,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135000
-0.04997645001627571,-0.6876997708431014,-1.0671788116199807,-1.9179356124237297,-0.7693210991857917,-0.06422006063060944,-0.9835184596738599,-0.6152185854500176,-1.0410012483630613,-0.10102499736805541,0.911039195610633,-0.9196832747431027,-1.1995570056767852,-2.1247036085194666,-0.7337927327729614,-0.7106847911821151,-0.29165779436587996,-1.0654701447750288,0.44729427636369934,-1.1442316259894112,-0.511328416008398,-0.09621811480065944,-0.8119259938012011,-0.2556119017066488,1.2652965234712712,-1.0354796245115923,-0.1941341334657226,-0.3641908769170921,-0.10586191643477315,-0.2855136422160881,-0.05432340502079363,-0.10217622563867806,0.28773885811223404,0.1717037715317277,0.7109659818251532,0.030529706287996734,0.20374113618964654,0.32134414979429077,0.0,-0.032873743559481146,-0.6105677122134504,0.6095480016295642,-0.3270488979441791,0.28483477286206194,0.22194476911538757,0.0,0.13473550685216146,0.10356205583035387,0.2942505473880933,-0.5283973740291487,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85400
